64 64
2 58 0
2 59 2
2 60 0
2 61 0
2 62 0
2 63 4
3 0 0
3 1 0
3 2 0
3 3 0
3 4 2
3 5 0
3 6 0
3 7 0
3 8 2
3 9 0
3 10 0
3 11 0
3 12 2
3 13 3
3 14 1
3 15 0
3 16 0
3 17 2
3 18 0
3 19 0
3 20 1
3 21 0
3 22 0
3 23 2
3 24 0
3 25 0
3 26 0
3 27 0
3 28 0
3 29 2
3 30 0
3 31 0
3 32 0
3 33 2
3 34 0
3 35 0
3 36 0
3 37 0
3 38 0
3 39 0
3 40 0
3 41 0
3 42 0
3 43 0
3 44 0
3 45 0
3 46 1
3 47 4
3 48 0
3 49 0
3 50 0
3 51 0
3 52 2
3 53 0
3 54 0
3 55 0
3 56 4
3 57 2
3 58 0
3 59 0
3 60 0
3 61 0
3 62 0
3 63 0
4 0 0
4 1 0
4 2 0
4 3 1
4 4 0
4 5 0
4 6 1
4 7 0
4 8 4
4 9 1
4 10 0
4 11 2
4 12 0
4 13 0
4 14 2
4 15 0
4 16 0
4 17 0
4 18 0
4 19 0
4 20 2
4 21 0
4 22 1
4 23 0
4 24 0
4 25 0
4 26 1
4 27 0
4 28 0
4 29 1
4 30 0
4 31 0
4 32 0
4 33 0
4 34 0
4 35 0
4 36 3
4 37 0
4 38 2
4 39 0
4 40 1
4 41 0
4 42 0
4 43 0
4 44 0
4 45 0
4 46 0
4 47 1
4 48 0
4 49 2
4 50 0
4 51 1
4 52 2
4 53 2
4 54 0
4 55 0
4 56 0
4 57 1
4 58 0
4 59 0
4 60 0
4 61 3
4 62 0
4 63 0
5 0 2
5 1 0
5 2 0
5 3 0
5 4 0
5 5 0
5 6 0
5 7 3
5 8 0
5 9 0
5 10 0
5 11 0
5 12 0
5 13 0
5 14 0
5 15 0
5 16 0
5 17 0
5 18 2
5 19 0
5 20 1
5 21 0
5 22 1
5 23 2
5 24 0
5 25 1
5 26 0
5 27 1
5 28 1
5 29 0
5 30 0
5 31 0
5 32 0
5 33 0
5 34 0
5 35 0
5 36 0
5 37 0
5 38 0
5 39 0
5 40 0
5 41 0
5 42 2
5 43 4
5 44 2
5 45 0
5 46 0
5 47 0
5 48 0
5 49 0
5 50 0
5 51 0
5 52 0
5 53 0
5 54 0
5 55 0
5 56 0
5 57 0
5 58 0
5 59 0
5 60 0
5 61 0
5 62 1
5 63 0
6 0 4
6 1 0
6 2 0
6 3 1
6 4 0
6 5 0
6 6 0
6 7 0
6 8 0
6 9 0
6 10 0
6 11 0
6 12 0
6 13 0
6 14 0
6 15 0
6 16 0
6 17 0
6 18 0
6 19 0
6 20 0
6 21 0
6 22 2
6 23 0
6 24 0
6 25 2
6 26 0
6 27 0
6 28 0
6 29 2
6 30 0
6 31 0
6 32 2
6 33 0
6 34 2
6 35 0
6 36 0
6 37 0
6 38 0
6 39 0
6 40 0
6 41 1
6 42 0
6 43 0
6 44 0
6 45 0
6 46 0
6 47 0
6 48 0
6 49 0
6 50 0
6 51 0
6 52 2
6 53 0
6 54 0
6 55 1
6 56 0
6 57 0
6 58 1
6 59 0
6 60 0
6 61 2
6 62 0
6 63 0
7 0 0
7 1 0
7 2 0
7 3 2
7 4 0
7 5 0
7 6 2
7 7 0
7 8 2
7 9 0
7 10 0
7 11 0
7 12 0
7 13 0
7 14 0
7 15 0
7 16 2
7 17 0
7 18 0
7 19 0
7 20 0
7 21 0
7 22 0
7 23 0
7 24 1
7 25 0
7 26 0
7 27 0
7 28 0
7 29 0
7 30 0
7 31 0
7 32 0
7 33 0
7 34 0
7 35 1
7 36 0
7 37 0
7 38 0
7 39 1
7 40 2
7 41 0
7 42 0
7 43 0
7 44 1
7 45 0
7 46 0
7 47 2
7 48 1
7 49 0
7 50 0
7 51 0
7 52 0
7 53 1
7 54 2
7 55 0
7 56 1
7 57 2
7 58 1
7 59 0
7 60 0
7 61 0
7 62 4
7 63 0
8 0 0
8 1 2
8 2 0
8 3 0
8 4 0
8 5 1
8 6 0
8 7 0
8 8 0
8 9 2
8 10 0
8 11 0
8 12 0
8 13 0
8 14 0
8 15 0
8 16 1
8 17 0
8 18 0
8 19 0
8 20 0
8 21 0
8 22 0
8 23 0
8 24 0
8 25 0
8 26 0
8 27 0
8 28 0
8 29 0
8 30 0
8 31 0
8 32 2
8 33 0
8 34 0
8 35 2
8 36 0
8 37 2
8 38 4
8 39 0
8 40 0
8 41 1
8 42 0
8 43 1
8 44 0
8 45 0
8 46 2
8 47 0
8 48 0
8 49 0
8 50 0
8 51 4
8 52 0
8 53 2
8 54 0
8 55 0
8 56 2
8 57 0
8 58 0
8 59 0
8 60 0
8 61 0
8 62 0
8 63 0
9 0 0
9 1 0
9 2 2
9 3 1
9 4 2
9 5 4
9 6 0
9 7 0
9 8 2
9 9 0
9 10 0
9 11 0
9 12 0
9 13 0
9 14 0
9 15 0
9 16 2
9 17 0
9 18 0
9 19 0
9 20 0
9 21 0
9 22 0
9 23 0
9 24 0
9 25 0
9 26 0
9 27 2
9 28 0
9 29 0
9 30 1
9 31 0
9 32 0
9 33 0
9 34 0
9 35 0
9 36 0
9 37 0
9 38 0
9 39 0
9 40 0
9 41 0
9 42 0
9 43 0
9 44 1
9 45 0
9 46 0
9 47 0
9 48 0
9 49 0
9 50 0
9 51 0
9 52 0
9 53 0
9 54 0
9 55 0
9 56 3
9 57 2
9 58 0
9 59 0
9 60 0
9 61 0
9 62 2
9 63 2
10 0 1
10 1 1
10 2 0
10 3 0
10 4 3
10 5 0
10 6 0
10 7 0
10 8 0
10 9 0
10 10 0
10 11 0
10 12 0
10 13 1
10 14 2
10 15 0
10 16 0
10 17 1
10 18 0
10 19 0
10 20 0
10 21 0
10 22 0
10 23 0
10 24 1
10 25 0
10 26 1
10 27 2
10 28 0
10 29 0
10 30 0
10 31 0
10 32 0
10 33 0
10 34 0
10 35 0
10 36 0
10 37 0
10 38 0
10 39 0
10 40 0
10 41 0
10 42 2
10 43 0
10 44 0
10 45 2
10 46 0
10 47 0
10 48 0
10 49 1
10 50 0
10 51 0
10 52 0
10 53 0
10 54 1
10 55 2
10 56 2
10 57 3
10 58 0
10 59 0
10 60 0
10 61 4
10 62 2
10 63 0
11 0 0
11 1 0
11 2 0
11 3 0
11 4 2
11 5 0
11 6 4
11 7 0
11 8 0
11 9 0
11 10 1
11 11 0
11 12 0
11 13 3
11 14 0
11 15 0
11 16 1
11 17 0
11 18 0
11 19 2
11 20 0
11 21 0
11 22 0
11 23 0
11 24 0
11 25 0
11 26 0
11 27 0
11 28 0
11 29 0
11 30 0
11 31 0
11 32 0
11 33 0
11 34 0
11 35 2
11 36 0
11 37 0
11 38 0
11 39 0
11 40 0
11 41 0
11 42 0
11 43 0
11 44 0
11 45 0
11 46 4
11 47 0
11 48 0
11 49 0
11 50 0
11 51 0
11 52 0
11 53 1
11 54 1
11 55 0
11 56 0
11 57 0
11 58 1
11 59 1
11 60 0
11 61 0
11 62 0
11 63 2
12 0 0
12 1 0
12 2 1
12 3 0
12 4 0
12 5 0
12 6 2
12 7 0
12 8 2
12 9 0
12 10 2
12 11 0
12 12 4
12 13 0
12 14 0
12 15 0
12 16 0
12 17 2
12 18 0
12 19 0
12 20 1
12 21 0
12 22 0
12 23 0
12 24 0
12 25 0
12 26 0
12 27 0
12 28 0
12 29 2
12 30 0
12 31 0
12 32 0
12 33 0
12 34 0
12 35 1
12 36 0
12 37 0
12 38 0
12 39 0
12 40 0
12 41 0
12 42 1
12 43 0
12 44 0
12 45 0
12 46 2
12 47 0
12 48 0
12 49 2
12 50 0
12 51 0
12 52 0
12 53 1
12 54 0
12 55 0
12 56 0
12 57 0
12 58 0
12 59 0
12 60 0
12 61 0
12 62 0
12 63 0
13 0 0
13 1 0
13 2 0
13 3 0
13 4 1
13 5 0
13 6 0
13 7 1
13 8 0
13 9 0
13 10 0
13 11 0
13 12 0
13 13 0
13 14 0
13 15 2
13 16 0
13 17 0
13 18 0
13 19 1
13 20 0
13 21 0
13 22 0
13 23 0
13 24 0
13 25 0
13 26 0
13 27 1
13 28 0
13 29 0
13 30 0
13 31 0
13 32 0
13 33 0
13 34 0
13 35 0
13 36 1
13 37 2
13 38 0
13 39 0
13 40 1
13 41 2
13 42 2
13 43 0
13 44 0
13 45 0
13 46 0
13 47 1
13 48 1
13 49 0
13 50 0
13 51 0
13 52 0
13 53 0
13 54 2
13 55 0
13 56 0
13 57 0
13 58 0
13 59 1
13 60 0
13 61 2
13 62 2
13 63 0
14 0 0
14 1 0
14 2 0
14 3 0
14 4 0
14 5 0
14 6 0
14 7 2
14 8 1
14 9 0
14 10 0
14 11 2
14 12 3
14 13 0
14 14 0
14 15 1
14 16 0
14 17 0
14 18 0
14 19 0
14 20 0
14 21 0
14 22 0
14 23 0
14 24 0
14 25 0
14 26 2
14 27 2
14 28 0
14 29 0
14 30 0
14 31 0
14 32 0
14 33 0
14 34 0
14 35 0
14 36 0
14 37 0
14 38 0
14 39 1
14 40 3
14 41 0
14 42 0
14 43 0
14 44 0
14 45 0
14 46 0
14 47 0
14 48 0
14 49 0
14 50 0
14 51 0
14 52 0
14 53 1
14 54 2
14 55 0
14 56 0
14 57 0
14 58 0
14 59 2
14 60 1
14 61 0
14 62 0
14 63 0
15 0 0
15 1 0
15 2 3
15 3 0
15 4 0
15 5 0
15 6 0
15 7 0
15 8 0
15 9 1
15 10 1
15 11 0
15 12 0
15 13 0
15 14 0
15 15 0
15 16 0
15 17 0
15 18 0
15 19 0
15 20 0
15 21 4
15 22 3
15 23 0
15 24 1
15 25 0
15 26 0
15 27 0
15 28 0
15 29 0
15 30 2
15 31 0
15 32 0
15 33 0
15 34 3
15 35 0
15 36 0
15 37 0
15 38 0
15 39 1
15 40 3
15 41 0
15 42 2
15 43 0
15 44 0
15 45 0
15 46 0
15 47 0
15 48 0
15 49 0
15 50 0
15 51 0
15 52 0
15 53 0
15 54 0
15 55 0
15 56 0
15 57 0
15 58 0
15 59 0
15 60 0
15 61 2
15 62 0
15 63 0
16 0 0
16 1 0
16 2 0
16 3 1
16 4 0
16 5 1
16 6 0
16 7 0
16 8 0
16 9 0
16 10 0
16 11 0
16 12 0
16 13 0
16 14 0
16 15 1
16 16 0
16 17 0
16 18 0
16 19 0
16 20 0
16 21 0
16 22 3
16 23 0
16 24 0
16 25 2
16 26 0
16 27 0
16 28 0
16 29 0
16 30 0
16 31 0
16 32 1
16 33 0
16 34 1
16 35 0
16 36 0
16 37 0
16 38 0
16 39 0
16 40 2
16 41 0
16 42 0
16 43 0
16 44 2
16 45 0
16 46 0
16 47 0
16 48 0
16 49 0
16 50 2
16 51 0
16 52 0
16 53 0
16 54 0
16 55 4
16 56 0
16 57 0
16 58 0
16 59 0
16 60 0
16 61 0
16 62 3
16 63 0
17 0 0
17 1 1
17 2 2
17 3 0
17 4 0
17 5 0
17 6 0
17 7 0
17 8 0
17 9 0
17 10 2
17 11 3
17 12 0
17 13 0
17 14 0
17 15 4
17 16 0
17 17 0
17 18 0
17 19 0
17 20 0
17 21 0
17 22 0
17 23 0
17 24 0
17 25 0
17 26 0
17 27 0
17 28 0
17 29 0
17 30 0
17 31 0
17 32 1
17 33 0
17 34 1
17 35 0
17 36 0
17 37 2
17 38 2
17 39 0
17 40 4
17 41 1
17 42 0
17 43 0
17 44 0
17 45 0
17 46 2
17 47 0
17 48 0
17 49 0
17 50 0
17 51 1
17 52 1
17 53 0
17 54 0
17 55 0
17 56 0
17 57 1
17 58 0
17 59 0
17 60 0
17 61 0
17 62 0
17 63 0
18 0 0
18 1 0
18 2 0
18 3 0
18 4 0
18 5 0
18 6 0
18 7 0
18 8 0
18 9 0
18 10 0
18 11 0
18 12 1
18 13 0
18 14 2
18 15 0
18 16 2
18 17 0
18 18 2
18 19 0
18 20 0
18 21 0
18 22 0
18 23 0
18 24 0
18 25 0
18 26 0
18 27 0
18 28 0
18 29 3
18 30 0
18 31 0
18 32 1
18 33 0
18 34 2
18 35 1
18 36 0
18 37 2
18 38 0
18 39 2
18 40 0
18 41 0
18 42 0
18 43 0
18 44 0
18 45 0
18 46 3
18 47 2
18 48 0
18 49 0
18 50 0
18 51 0
18 52 0
18 53 0
18 54 0
18 55 0
18 56 0
18 57 2
18 58 0
18 59 0
18 60 1
18 61 4
18 62 1
18 63 0
19 0 0
19 1 0
19 2 0
19 3 0
19 4 0
19 5 0
19 6 4
19 7 2
19 8 0
19 9 0
19 10 0
19 11 0
19 12 1
19 13 0
19 14 0
19 15 0
19 16 4
19 17 0
19 18 0
19 19 0
19 20 0
19 21 0
19 22 0
19 23 0
19 24 0
19 25 0
19 26 0
19 27 0
19 28 0
19 29 0
19 30 0
19 31 0
19 32 0
19 33 0
19 34 0
19 35 0
19 36 0
19 37 0
19 38 2
19 39 0
19 40 0
19 41 0
19 42 0
19 43 0
19 44 0
19 45 0
19 46 0
19 47 0
19 48 0
19 49 2
19 50 4
19 51 0
19 52 2
19 53 0
19 54 0
19 55 0
19 56 0
19 57 1
19 58 0
19 59 2
19 60 0
19 61 0
19 62 0
19 63 0
20 0 0
20 1 0
20 2 0
20 3 0
20 4 0
20 5 2
20 6 0
20 7 1
20 8 0
20 9 0
20 10 0
20 11 1
20 12 0
20 13 2
20 14 0
20 15 0
20 16 2
20 17 0
20 18 1
20 19 0
20 20 0
20 21 0
20 22 0
20 23 0
20 24 0
20 25 0
20 26 0
20 27 0
20 28 2
20 29 0
20 30 0
20 31 0
20 32 0
20 33 0
20 34 0
20 35 2
20 36 0
20 37 0
20 38 0
20 39 0
20 40 0
20 41 0
20 42 0
20 43 1
20 44 0
20 45 0
20 46 0
20 47 0
20 48 0
20 49 0
20 50 4
20 51 0
20 52 0
20 53 2
20 54 0
20 55 1
20 56 0
20 57 0
20 58 0
20 59 2
20 60 0
20 61 0
20 62 0
20 63 0
21 0 4
21 1 0
21 2 2
21 3 0
21 4 0
21 5 0
21 6 0
21 7 0
21 8 0
21 9 0
21 10 0
21 11 0
21 12 0
21 13 1
21 14 3
21 15 2
21 16 1
21 17 0
21 18 0
21 19 0
21 20 2
21 21 2
21 22 2
21 23 0
21 24 0
21 25 4
21 26 0
21 27 0
21 28 1
21 29 0
21 30 0
21 31 2
21 32 0
21 33 0
21 34 0
21 35 0
21 36 0
21 37 2
21 38 0
21 39 0
21 40 0
21 41 0
21 42 0
21 43 0
21 44 0
21 45 0
21 46 0
21 47 0
21 48 0
21 49 0
21 50 0
21 51 0
21 52 0
21 53 0
21 54 0
21 55 0
21 56 0
21 57 0
21 58 0
21 59 0
21 60 2
21 61 2
21 62 0
21 63 0
22 0 0
22 1 0
22 2 0
22 3 0
22 4 0
22 5 2
22 6 3
22 7 0
22 8 2
22 9 3
22 10 0
22 11 0
22 12 4
22 13 0
22 14 0
22 15 0
22 16 0
22 17 1
22 18 1
22 19 0
22 20 0
22 21 1
22 22 0
22 23 0
22 24 2
22 25 0
22 26 0
22 27 0
22 28 0
22 29 0
22 30 1
22 31 0
22 32 0
22 33 0
22 34 0
22 35 0
22 36 0
22 37 4
22 38 0
22 39 2
22 40 0
22 41 0
22 42 0
22 43 0
22 44 0
22 45 2
22 46 0
22 47 0
22 48 2
22 49 0
22 50 0
22 51 4
22 52 0
22 53 0
22 54 0
22 55 2
22 56 0
22 57 0
22 58 0
22 59 0
22 60 0
22 61 2
22 62 0
22 63 0
23 0 0
23 1 0
23 2 2
23 3 0
23 4 0
23 5 0
23 6 0
23 7 0
23 8 0
23 9 0
23 10 0
23 11 0
23 12 0
23 13 0
23 14 0
23 15 0
23 16 0
23 17 2
23 18 0
23 19 0
23 20 0
23 21 0
23 22 0
23 23 0
23 24 1
23 25 0
23 26 0
23 27 2
23 28 0
23 29 0
23 30 0
23 31 0
23 32 0
23 33 1
23 34 3
23 35 0
23 36 0
23 37 1
23 38 0
23 39 0
23 40 2
23 41 0
23 42 0
23 43 0
23 44 0
23 45 0
23 46 0
23 47 0
23 48 0
23 49 0
23 50 0
23 51 0
23 52 0
23 53 0
23 54 0
23 55 0
23 56 0
23 57 1
23 58 0
23 59 0
23 60 0
23 61 1
23 62 2
23 63 0
24 0 0
24 1 0
24 2 0
24 3 0
24 4 0
24 5 2
24 6 0
24 7 0
24 8 0
24 9 0
24 10 0
24 11 0
24 12 0
24 13 1
24 14 0
24 15 1
24 16 0
24 17 0
24 18 1
24 19 0
24 20 0
24 21 2
24 22 0
24 23 3
24 24 4
24 25 0
24 26 0
24 27 0
24 28 0
24 29 2
24 30 0
24 31 0
24 32 0
24 33 1
24 34 1
24 35 0
24 36 0
24 37 3
24 38 0
24 39 1
24 40 0
24 41 0
24 42 0
24 43 0
24 44 0
24 45 1
24 46 0
24 47 2
24 48 0
24 49 0
24 50 0
24 51 4
24 52 0
24 53 0
24 54 0
24 55 0
24 56 0
24 57 0
24 58 0
24 59 0
24 60 0
24 61 0
24 62 0
24 63 0
25 0 0
25 1 0
25 2 0
25 3 0
25 4 0
25 5 0
25 6 0
25 7 0
25 8 0
25 9 4
25 10 2
25 11 0
25 12 1
25 13 0
25 14 0
25 15 0
25 16 0
25 17 0
25 18 0
25 19 0
25 20 0
25 21 1
25 22 0
25 23 0
25 24 0
25 25 0
25 26 0
25 27 3
25 28 0
25 29 0
25 30 0
25 31 0
25 32 0
25 33 2
25 34 0
25 35 3
25 36 0
25 37 0
25 38 0
25 39 2
25 40 0
25 41 2
25 42 0
25 43 0
25 44 0
25 45 0
25 46 0
25 47 4
25 48 2
25 49 0
25 50 2
25 51 0
25 52 0
25 53 4
25 54 0
25 55 2
25 56 0
25 57 0
25 58 0
25 59 0
25 60 4
25 61 2
25 62 0
25 63 0
26 0 0
26 1 0
26 2 0
26 3 1
26 4 0
26 5 0
26 6 2
26 7 0
26 8 0
26 9 0
26 10 0
26 11 0
26 12 0
26 13 0
26 14 0
26 15 0
26 16 0
26 17 0
26 18 1
26 19 0
26 20 0
26 21 0
26 22 0
26 23 3
26 24 2
26 25 0
26 26 0
26 27 0
26 28 0
26 29 0
26 30 0
26 31 0
26 32 1
26 33 0
26 34 0
26 35 0
26 36 0
26 37 2
26 38 0
26 39 2
26 40 1
26 41 0
26 42 0
26 43 0
26 44 0
26 45 0
26 46 0
26 47 4
26 48 0
26 49 0
26 50 0
26 51 0
26 52 0
26 53 0
26 54 0
26 55 1
26 56 0
26 57 0
26 58 0
26 59 0
26 60 0
26 61 1
26 62 0
26 63 0
27 0 0
27 1 0
27 2 0
27 3 1
27 4 3
27 5 0
27 6 0
27 7 0
27 8 1
27 9 0
27 10 0
27 11 0
27 12 4
27 13 0
27 14 0
27 15 2
27 16 1
27 17 0
27 18 0
27 19 0
27 20 0
27 21 0
27 22 0
27 23 0
27 24 0
27 25 0
27 26 2
27 27 0
27 28 4
27 29 0
27 30 0
27 31 0
27 32 0
27 33 0
27 34 2
27 35 1
27 36 0
27 37 0
27 38 0
27 39 0
27 40 0
27 41 0
27 42 0
27 43 2
27 44 0
27 45 0
27 46 1
27 47 0
27 48 0
27 49 0
27 50 0
27 51 0
27 52 0
27 53 0
27 54 0
27 55 3
27 56 2
27 57 0
27 58 0
27 59 1
27 60 0
27 61 0
27 62 1
27 63 0
28 0 0
28 1 0
28 2 0
28 3 0
28 4 0
28 5 0
28 6 0
28 7 0
28 8 0
28 9 2
28 10 0
28 11 0
28 12 0
28 13 0
28 14 0
28 15 0
28 16 0
28 17 0
28 18 0
28 19 0
28 20 2
28 21 0
28 22 0
28 23 0
28 24 0
28 25 1
28 26 0
28 27 0
28 28 0
28 29 3
28 30 1
28 31 0
28 32 0
28 33 0
28 34 0
28 35 0
28 36 0
28 37 2
28 38 0
28 39 0
28 40 0
28 41 0
28 42 0
28 43 0
28 44 0
28 45 0
28 46 0
28 47 0
28 48 0
28 49 0
28 50 1
28 51 0
28 52 4
28 53 0
28 54 0
28 55 4
28 56 0
28 57 0
28 58 0
28 59 0
28 60 0
28 61 0
28 62 2
28 63 0
29 0 0
29 1 0
29 2 0
29 3 2
29 4 0
29 5 0
29 6 0
29 7 0
29 8 0
29 9 0
29 10 0
29 11 2
29 12 0
29 13 1
29 14 0
29 15 0
29 16 0
29 17 1
29 18 0
29 19 0
29 20 0
29 21 0
29 22 1
29 23 0
29 24 4
29 25 0
29 26 0
29 27 0
29 28 0
29 29 0
29 30 0
29 31 0
29 32 0
29 33 0
29 34 0
29 35 0
29 36 0
29 37 0
29 38 0
29 39 0
29 40 0
29 41 4
29 42 0
29 43 0
29 44 0
29 45 0
29 46 2
29 47 0
29 48 0
29 49 0
29 50 2
29 51 0
29 52 0
29 53 2
29 54 0
29 55 0
29 56 0
29 57 1
29 58 0
29 59 0
29 60 0
29 61 0
29 62 0
29 63 0
30 0 2
30 1 0
30 2 0
30 3 2
30 4 0
30 5 0
30 6 0
30 7 1
30 8 1
30 9 0
30 10 1
30 11 0
30 12 0
30 13 0
30 14 0
30 15 0
30 16 1
30 17 0
30 18 0
30 19 0
30 20 0
30 21 0
30 22 1
30 23 0
30 24 2
30 25 0
30 26 0
30 27 0
30 28 0
30 29 4
30 30 0
30 31 0
30 32 0
30 33 0
30 34 3
30 35 1
30 36 0
30 37 2
30 38 0
30 39 0
30 40 0
30 41 0
30 42 0
30 43 0
30 44 1
30 45 1
30 46 0
30 47 0
30 48 0
30 49 0
30 50 0
30 51 0
30 52 0
30 53 0
30 54 0
30 55 0
30 56 0
30 57 0
30 58 1
30 59 0
30 60 1
30 61 0
30 62 0
30 63 0
31 0 0
31 1 0
31 2 1
31 3 0
31 4 0
31 5 4
31 6 2
31 7 1
31 8 0
31 9 0
31 10 0
31 11 0
31 12 4
31 13 0
31 14 0
31 15 0
31 16 0
31 17 0
31 18 0
31 19 0
31 20 0
31 21 0
31 22 4
31 23 0
31 24 0
31 25 2
31 26 0
31 27 2
31 28 0
31 29 0
31 30 0
31 31 2
31 32 0
31 33 0
31 34 0
31 35 0
31 36 0
31 37 0
31 38 0
31 39 0
31 40 2
31 41 2
31 42 0
31 43 0
31 44 0
31 45 1
31 46 0
31 47 0
31 48 0
31 49 2
31 50 0
31 51 0
31 52 0
31 53 0
31 54 0
31 55 0
31 56 0
31 57 4
31 58 0
31 59 2
31 60 2
31 61 0
31 62 0
31 63 4
32 0 0
32 1 2
32 2 4
32 3 2
32 4 0
32 5 1
32 6 0
32 7 0
32 8 0
32 9 0
32 10 0
32 11 0
32 12 0
32 13 2
32 14 0
32 15 0
32 16 3
32 17 1
32 18 0
32 19 0
32 20 0
32 21 0
32 22 0
32 23 0
32 24 0
32 25 0
32 26 0
32 27 0
32 28 2
32 29 0
32 30 0
32 31 1
32 32 1
32 33 0
32 34 0
32 35 0
32 36 1
32 37 1
32 38 1
32 39 0
32 40 3
32 41 0
32 42 1
32 43 0
32 44 0
32 45 0
32 46 0
32 47 0
32 48 1
32 49 1
32 50 0
32 51 4
32 52 0
32 53 0
32 54 0
32 55 0
32 56 1
32 57 0
32 58 0
32 59 1
32 60 0
32 61 0
32 62 0
32 63 2
33 0 0
33 1 2
33 2 0
33 3 0
33 4 0
33 5 1
33 6 0
33 7 0
33 8 0
33 9 0
33 10 1
33 11 0
33 12 0
33 13 0
33 14 0
33 15 0
33 16 0
33 17 1
33 18 0
33 19 0
33 20 0
33 21 0
33 22 0
33 23 0
33 24 0
33 25 0
33 26 0
33 27 3
33 28 3
33 29 0
33 30 0
33 31 0
33 32 3
33 33 0
33 34 0
33 35 4
33 36 0
33 37 0
33 38 0
33 39 0
33 40 4
33 41 0
33 42 0
33 43 2
33 44 0
33 45 2
33 46 0
33 47 0
33 48 0
33 49 0
33 50 0
33 51 0
33 52 2
33 53 2
33 54 0
33 55 2
33 56 2
33 57 0
33 58 1
33 59 0
33 60 0
33 61 0
33 62 2
33 63 0
34 0 0
34 1 2
34 2 0
34 3 0
34 4 2
34 5 0
34 6 0
34 7 2
34 8 0
34 9 0
34 10 0
34 11 2
34 12 0
34 13 0
34 14 0
34 15 0
34 16 0
34 17 0
34 18 0
34 19 0
34 20 0
34 21 0
34 22 0
34 23 0
34 24 0
34 25 0
34 26 0
34 27 0
34 28 0
34 29 1
34 30 0
34 31 0
34 32 0
34 33 0
34 34 1
34 35 0
34 36 0
34 37 0
34 38 0
34 39 0
34 40 0
34 41 0
34 42 4
34 43 0
34 44 0
34 45 1
34 46 2
34 47 0
34 48 0
34 49 1
34 50 0
34 51 0
34 52 0
34 53 0
34 54 2
34 55 0
34 56 0
34 57 0
34 58 0
34 59 0
34 60 0
34 61 0
34 62 0
34 63 0
35 0 0
35 1 0
35 2 0
35 3 2
35 4 2
35 5 1
35 6 0
35 7 0
35 8 0
35 9 0
35 10 2
35 11 0
35 12 0
35 13 1
35 14 0
35 15 0
35 16 0
35 17 0
35 18 1
35 19 3
35 20 0
35 21 1
35 22 0
35 23 0
35 24 0
35 25 0
35 26 0
35 27 0
35 28 0
35 29 0
35 30 0
35 31 0
35 32 1
35 33 0
35 34 1
35 35 1
35 36 2
35 37 0
35 38 0
35 39 3
35 40 0
35 41 0
35 42 0
35 43 0
35 44 0
35 45 4
35 46 2
35 47 0
35 48 0
35 49 0
35 50 0
35 51 0
35 52 0
35 53 0
35 54 0
35 55 0
35 56 0
35 57 0
35 58 1
35 59 2
35 60 0
35 61 1
35 62 0
35 63 0
36 0 0
36 1 0
36 2 0
36 3 0
36 4 0
36 5 0
36 6 0
36 7 1
36 8 0
36 9 0
36 10 0
36 11 0
36 12 1
36 13 0
36 14 0
36 15 0
36 16 0
36 17 0
36 18 0
36 19 0
36 20 0
36 21 0
36 22 0
36 23 2
36 24 0
36 25 1
36 26 0
36 27 0
